rider_record_id,policy_id,customer_id,rider_type_id,rider_premium,rider_sum_assured,rider_start_date,rider_end_date,rider_status
RDR0000302,POL0004076,CUST004336,R05,6325,232834,2012-11-04,2025-11-04,Active
RDR0000303,POL0007730,CUST004193,R03,7905,1463884,2022-01-18,2048-01-18,Active
RDR0000304,POL0014148,CUST001441,R02,1896,346326,2014-05-22,2053-05-22,Active
RDR0000305,POL0000978,CUST003901,R01,3501,496343,2023-08-12,2035-08-12,Active
RDR0000306,POL0014306,CUST005853,R01,3532,508313,2022-11-27,2032-11-27,Active
RDR0000307,POL0007150,CUST005808,R05,2420,1019108,2010-09-10,2026-09-10,Active
RDR0000308,POL0012623,CUST002298,R03,7885,553031,2011-12-27,2024-12-27,Matured
RDR0000309,POL0011196,CUST005603,R01,1851,1015523,2017-02-05,2028-02-05,Active
RDR0000310,POL0002903,CUST004757,R01,7892,1905979,2011-05-28,2021-05-28,Matured
RDR0000311,POL0000882,CUST000770,R05,4938,589670,2012-01-15,2020-01-15,Matured
RDR0000312,POL0000870,CUST008519,R01,1497,1947010,2013-03-24,2038-03-24,Active
RDR0000313,POL0002093,CUST008136,R03,7883,1932345,2024-01-16,2042-01-16,Active
RDR0000314,POL0009948,CUST008372,R02,6380,1029449,2014-02-23,2025-02-23,Matured
RDR0000315,POL0004770,CUST006451,R01,7985,1987959,2021-10-13,2038-10-13,Active
RDR0000316,POL0006904,CUST003299,R04,7920,1625844,2016-04-14,2025-04-14,Matured
RDR0000317,POL0002006,CUST005058,R05,3469,591094,2014-08-13,2029-08-13,Active
RDR0000318,POL0012650,CUST002711,R04,2567,1108846,2020-07-28,2048-07-28,Active
RDR0000319,POL0006937,CUST000453,R01,5863,359067,2019-03-03,2030-03-03,Active
RDR0000320,POL0001728,CUST002678,R01,5676,1662532,2010-11-22,2017-11-22,Matured
RDR0000321,POL0003076,CUST006575,R01,5660,396709,2010-05-01,2025-05-01,Matured
RDR0000322,POL0003861,CUST009307,R05,1947,707901,2015-07-15,2025-07-15,Active
RDR0000323,POL0002985,CUST005179,R05,5824,247633,2012-12-16,2031-12-16,Active
RDR0000324,POL0000213,CUST003188,R05,2171,1829609,2016-03-22,2030-03-22,Lapsed
RDR0000325,POL0006657,CUST008709,R01,6421,704475,2010-01-29,2028-01-29,Active
RDR0000326,POL0006277,CUST002708,R04,5533,784732,2012-08-20,2023-08-20,Matured
RDR0000327,POL0006996,CUST001228,R04,5925,733137,2019-06-02,2051-06-02,Active
RDR0000328,POL0005941,CUST007721,R01,5104,594665,2015-10-08,2055-10-08,Active
RDR0000329,POL0010706,CUST008748,R01,3615,333403,2011-10-11,2028-10-11,Active
RDR0000330,POL0007175,CUST008993,R01,5994,390072,2023-10-19,2033-10-19,Surrendered
RDR0000331,POL0000761,CUST001288,R01,4168,355666,2022-07-03,2030-07-03,Active
RDR0000332,POL0010927,CUST007543,R02,1666,1511243,2022-01-08,2030-01-08,Active
RDR0000333,POL0010895,CUST007040,R04,5627,1527774,2015-06-07,2023-06-07,Matured
RDR0000334,POL0011892,CUST003505,R05,5199,296904,2012-12-28,2031-12-28,Active
RDR0000335,POL0012256,CUST004743,R02,1394,721751,2015-12-14,2031-12-14,Active
RDR0000336,POL0010979,CUST005239,R05,4894,857477,2017-03-03,2035-03-03,Active
RDR0000337,POL0000581,CUST000121,R01,5010,395474,2011-01-24,2051-01-24,Active
RDR0000338,POL0001816,CUST007706,R02,2463,622060,2021-12-31,2036-12-31,Active
RDR0000339,POL0007282,CUST001913,R01,6546,559918,2014-04-15,2045-04-15,Active
RDR0000340,POL0004856,CUST009671,R01,1606,1677769,2020-08-17,2040-08-17,Active
RDR0000341,POL0010812,CUST000574,R03,3770,820386,2016-06-06,2028-06-06,Lapsed
RDR0000342,POL0006511,CUST001346,R01,1941,977471,2023-04-19,2053-04-19,Active
RDR0000343,POL0008895,CUST007739,R05,1664,492171,2014-02-20,2038-02-20,Active
RDR0000344,POL0003390,CUST005225,R03,6560,1122056,2020-12-08,2056-12-08,Active
RDR0000345,POL0002078,CUST005040,R03,4254,1516421,2012-09-27,2019-09-27,Matured
RDR0000346,POL0013111,CUST002547,R03,5877,391708,2017-12-31,2024-12-31,Matured
RDR0000347,POL0006927,CUST007452,R02,7812,314782,2017-05-05,2023-05-05,Matured
RDR0000348,POL0013844,CUST005734,R04,5847,1492210,2012-03-23,2034-03-23,Lapsed
RDR0000349,POL0006723,CUST001788,R05,5427,1126057,2023-08-11,2063-08-11,Active
RDR0000350,POL0008475,CUST007087,R04,2573,1035872,2014-02-11,2031-02-11,Active
RDR0000351,POL0014258,CUST009872,R02,2019,450193,2015-02-20,2035-02-20,Active
RDR0000352,POL0007492,CUST004338,R02,1286,1238213,2010-12-13,2021-12-13,Matured
RDR0000353,POL0013948,CUST003895,R02,5296,497148,2016-02-27,2045-02-27,Active
RDR0000354,POL0009865,CUST004232,R01,6871,678699,2011-02-10,2030-02-10,Active
RDR0000355,POL0003597,CUST008153,R04,3077,1008329,2010-06-06,2019-06-06,Matured
RDR0000356,POL0012298,CUST003897,R01,7365,1289744,2010-04-07,2048-04-07,Active
RDR0000357,POL0009348,CUST000125,R02,2122,390361,2014-10-01,2032-10-01,Active
RDR0000358,POL0002898,CUST000420,R02,1144,1091455,2012-06-20,2022-06-20,Matured
RDR0000359,POL0000350,CUST007280,R02,4728,1520604,2013-10-31,2019-10-31,Matured
RDR0000360,POL0000540,CUST007123,R01,1960,377027,2011-08-14,2017-08-14,Matured
RDR0000361,POL0004917,CUST002148,R01,2010,716770,2019-08-08,2026-08-08,Active
RDR0000362,POL0005298,CUST002350,R03,5636,277296,2010-05-12,2015-05-12,Matured
RDR0000363,POL0000663,CUST005085,R05,2550,1249890,2018-10-27,2030-10-27,Surrendered
RDR0000364,POL0004699,CUST006504,R01,2417,1995190,2019-07-13,2030-07-13,Active
RDR0000365,POL0012172,CUST000479,R01,7027,416844,2023-09-03,2034-09-03,Active
RDR0000366,POL0005484,CUST006336,R05,7803,1521650,2019-08-19,2031-08-19,Active
RDR0000367,POL0007719,CUST002150,R01,2728,351809,2010-12-31,2017-12-31,Matured
RDR0000368,POL0014312,CUST004190,R02,3728,1820441,2011-03-08,2023-03-08,Matured
RDR0000369,POL0009931,CUST006779,R05,4569,1996924,2014-09-01,2033-09-01,Active
RDR0000370,POL0003222,CUST003748,R01,6459,876796,2022-07-15,2039-07-15,Active
RDR0000371,POL0009914,CUST008870,R01,2611,1354398,2018-02-01,2057-02-01,Lapsed
RDR0000372,POL0008256,CUST002874,R03,7981,1887940,2014-11-28,2034-11-28,Active
RDR0000373,POL0002082,CUST008743,R03,7339,862690,2016-09-07,2024-09-07,Matured
RDR0000374,POL0011343,CUST009172,R01,1269,1534756,2018-06-08,2031-06-08,Active
RDR0000375,POL0008038,CUST001401,R04,6466,1766798,2016-10-01,2025-10-01,Active
RDR0000376,POL0003891,CUST003717,R04,5726,1178768,2020-10-15,2034-10-15,Active
RDR0000377,POL0014830,CUST005557,R01,1299,1996627,2018-06-24,2040-06-24,Active
RDR0000378,POL0008582,CUST000365,R03,4336,1454490,2020-05-31,2030-05-31,Active
RDR0000379,POL0004988,CUST007857,R03,7224,1751237,2016-11-12,2036-11-12,Active
RDR0000380,POL0013105,CUST006209,R04,3351,1765328,2014-12-19,2022-12-19,Matured
RDR0000381,POL0005419,CUST004889,R01,1066,1073302,2021-10-15,2038-10-15,Active
RDR0000382,POL0012845,CUST006242,R04,6898,239285,2021-07-06,2041-07-06,Active
RDR0000383,POL0008683,CUST008298,R01,5343,869286,2023-10-15,2036-10-15,Active
RDR0000384,POL0001174,CUST000128,R03,5536,258581,2021-01-24,2044-01-24,Active
RDR0000385,POL0001012,CUST005856,R01,5045,322155,2020-12-07,2053-12-07,Claimed-Other
RDR0000386,POL0011505,CUST000226,R05,6802,1657631,2023-12-24,2045-12-24,Active
RDR0000387,POL0013347,CUST006534,R03,7452,771869,2018-12-23,2023-12-23,Matured
RDR0000388,POL0009798,CUST005176,R03,7948,392949,2012-01-02,2028-01-02,Active
RDR0000389,POL0005809,CUST005708,R04,3487,1876464,2018-05-04,2024-05-04,Matured
RDR0000390,POL0004446,CUST002078,R01,2175,843543,2018-02-14,2023-02-14,Matured
RDR0000391,POL0007708,CUST001004,R03,4636,1263178,2024-02-02,2032-02-02,Active
RDR0000392,POL0000718,CUST000873,R01,1865,354599,2018-10-31,2028-10-31,Active
RDR0000393,POL0008987,CUST002007,R04,6737,1353230,2021-11-23,2037-11-23,Active
RDR0000394,POL0010770,CUST005982,R05,1097,1644128,2014-02-04,2037-02-04,Active
RDR0000395,POL0012364,CUST008605,R01,7940,1469053,2012-04-16,2030-04-16,Active
RDR0000396,POL0014061,CUST004343,R01,2826,1190389,2010-02-02,2022-02-02,Matured
RDR0000397,POL0005883,CUST003393,R05,2104,341953,2012-06-14,2022-06-14,Matured
RDR0000398,POL0012519,CUST002538,R02,6153,1603995,2019-03-08,2038-03-08,Active
RDR0000399,POL0005823,CUST009988,R05,1012,1403483,2021-11-06,2032-11-06,Surrendered
RDR0000400,POL0001653,CUST008017,R01,2279,525520,2010-05-21,2024-05-21,Matured
RDR0000401,POL0004696,CUST001572,R03,4667,1364667,2017-08-17,2041-08-17,Active
RDR0000402,POL0010691,CUST005186,R01,3689,1104613,2011-01-13,2020-01-13,Matured
RDR0000403,POL0003946,CUST000708,R03,7119,432175,2021-06-05,2032-06-05,Active
RDR0000404,POL0008966,CUST001161,R01,1025,1102497,2011-11-23,2038-11-23,Lapsed
RDR0000405,POL0009159,CUST000610,R05,3752,887342,2019-03-31,2035-03-31,Active
RDR0000406,POL0005689,CUST005061,R01,1254,1695435,2020-05-11,2039-05-11,Active
RDR0000407,POL0009683,CUST008274,R01,5402,1127025,2017-06-01,2027-06-01,Claimed-Other
RDR0000408,POL0003487,CUST004090,R02,3094,1140743,2012-05-22,2017-05-22,Matured
RDR0000409,POL0013528,CUST006247,R01,3269,1482426,2016-08-27,2025-08-27,Active
RDR0000410,POL0002331,CUST003357,R01,4647,1252362,2024-05-23,2033-05-23,Active
RDR0000411,POL0014210,CUST003888,R04,4401,1885898,2018-03-29,2036-03-29,Active
RDR0000412,POL0013161,CUST004523,R02,6353,1373688,2023-01-30,2033-01-30,Active
RDR0000413,POL0002319,CUST008040,R02,4841,1673301,2011-04-30,2028-04-30,Active
RDR0000414,POL0010323,CUST001515,R02,3728,1740015,2017-08-26,2041-08-26,Active
RDR0000415,POL0013066,CUST004386,R05,3796,1904655,2010-09-28,2019-09-28,Matured
RDR0000416,POL0006364,CUST009476,R02,4083,298445,2010-06-04,2036-06-04,Active
RDR0000417,POL0003234,CUST007387,R04,7727,1301100,2017-01-01,2036-01-01,Lapsed
RDR0000418,POL0011666,CUST000955,R01,5732,300743,2017-02-26,2023-02-26,Matured
RDR0000419,POL0007110,CUST003095,R03,1289,1605626,2011-05-06,2026-05-06,Active
RDR0000420,POL0011346,CUST001394,R05,6337,1018546,2010-08-15,2024-08-15,Matured
RDR0000421,POL0006772,CUST006294,R03,7596,840132,2024-03-27,2031-03-27,Active
RDR0000422,POL0006903,CUST000654,R01,3326,893734,2020-10-02,2035-10-02,Active
RDR0000423,POL0002977,CUST001614,R03,3021,1353353,2016-09-08,2030-09-08,Active
RDR0000424,POL0007315,CUST000108,R03,1710,1702945,2017-05-29,2029-05-29,Active
RDR0000425,POL0003434,CUST007611,R05,5894,1873081,2022-10-17,2040-10-17,Claimed-Other
RDR0000426,POL0000045,CUST005614,R02,7360,1692188,2011-02-19,2032-02-19,Active
RDR0000427,POL0010386,CUST009060,R01,6490,521714,2015-01-11,2043-01-11,Active
RDR0000428,POL0005662,CUST003583,R02,3780,398668,2021-12-14,2039-12-14,Surrendered
RDR0000429,POL0010877,CUST004304,R02,7595,1800677,2021-07-01,2052-07-01,Active
RDR0000430,POL0001877,CUST008406,R01,5790,1226358,2010-02-16,2017-02-16,Matured
RDR0000431,POL0007780,CUST000442,R04,7794,1932666,2011-01-03,2046-01-03,Active
RDR0000432,POL0004330,CUST009370,R01,1916,1280958,2020-06-01,2038-06-01,Active
RDR0000433,POL0014562,CUST007809,R03,6173,358357,2010-05-22,2016-05-22,Matured
RDR0000434,POL0007565,CUST009749,R05,1746,1468024,2010-08-25,2046-08-25,Active
RDR0000435,POL0007460,CUST006961,R03,6512,1410918,2018-04-27,2032-04-27,Active
RDR0000436,POL0000059,CUST009658,R02,5256,763058,2018-06-14,2032-06-14,Active
RDR0000437,POL0009862,CUST005596,R02,7739,1970652,2020-07-17,2042-07-17,Active
RDR0000438,POL0002021,CUST005125,R01,2179,488914,2019-11-25,2029-11-25,Active
RDR0000439,POL0014159,CUST006279,R05,1395,1097302,2010-08-16,2022-08-16,Matured
RDR0000440,POL0007276,CUST000022,R05,1293,985574,2014-09-03,2025-09-03,Active
RDR0000441,POL0007483,CUST005349,R03,1228,1772074,2012-06-18,2018-06-18,Matured
RDR0000442,POL0013175,CUST006091,R05,5692,891860,2010-10-09,2025-10-09,Active
RDR0000443,POL0005785,CUST009746,R03,4952,1180680,2010-12-27,2046-12-27,Active
RDR0000444,POL0009327,CUST007771,R01,3720,486327,2010-05-11,2026-05-11,Active
RDR0000445,POL0005380,CUST004371,R03,2167,1038135,2012-04-25,2026-04-25,Active
RDR0000446,POL0012055,CUST002497,R04,5358,810888,2017-03-15,2050-03-15,Active
RDR0000447,POL0009393,CUST002390,R01,4145,1792705,2012-08-29,2020-08-29,Matured
RDR0000448,POL0013957,CUST008840,R04,6389,1735310,2012-09-05,2024-09-05,Matured
RDR0000449,POL0008023,CUST008056,R01,2708,1626853,2015-03-10,2026-03-10,Active
RDR0000450,POL0013523,CUST003266,R02,7112,1494818,2010-06-21,2019-06-21,Matured
RDR0000451,POL0008379,CUST006946,R03,3349,644814,2016-01-27,2027-01-27,Active
RDR0000452,POL0013467,CUST006832,R01,7942,1411497,2013-10-15,2025-10-15,Active
RDR0000453,POL0011286,CUST005630,R05,3236,1850664,2021-03-15,2039-03-15,Active
RDR0000454,POL0010299,CUST000288,R01,5469,814939,2019-04-15,2027-04-15,Active
RDR0000455,POL0007143,CUST004579,R05,7404,1354085,2018-10-27,2041-10-27,Active
RDR0000456,POL0010234,CUST009029,R02,6007,1870474,2013-10-27,2034-10-27,Active
RDR0000457,POL0011565,CUST006350,R04,4337,513865,2024-04-26,2032-04-26,Lapsed
RDR0000458,POL0003233,CUST001568,R03,3888,1100857,2012-07-19,2031-07-19,Active
RDR0000459,POL0005572,CUST005345,R01,1625,1293775,2024-04-27,2041-04-27,Active
RDR0000460,POL0014429,CUST005312,R01,3224,795113,2018-12-13,2024-12-13,Matured
RDR0000461,POL0009501,CUST004696,R04,4894,812703,2014-11-07,2020-11-07,Matured
RDR0000462,POL0012903,CUST001479,R02,3061,1089645,2013-07-20,2028-07-20,Active
RDR0000463,POL0005366,CUST000749,R03,3220,1098374,2015-11-27,2052-11-27,Active
RDR0000464,POL0006753,CUST008026,R03,6884,631895,2010-02-16,2018-02-16,Matured
RDR0000465,POL0009115,CUST002619,R04,3083,1109355,2020-01-02,2038-01-02,Active
RDR0000466,POL0013499,CUST003995,R04,7697,825371,2012-11-26,2024-11-26,Matured
RDR0000467,POL0006062,CUST004878,R05,5896,1811314,2022-07-02,2039-07-02,Lapsed
RDR0000468,POL0005982,CUST002953,R03,2669,1941852,2014-09-02,2048-09-02,Active
RDR0000469,POL0013659,CUST008756,R03,2986,666993,2017-03-15,2034-03-15,Lapsed
RDR0000470,POL0009974,CUST009119,R02,7983,241692,2010-09-24,2022-09-24,Matured
RDR0000471,POL0006893,CUST004223,R03,7224,1930860,2012-04-18,2027-04-18,Active
RDR0000472,POL0007098,CUST007388,R01,3369,1334747,2022-01-15,2046-01-15,Active
RDR0000473,POL0009320,CUST008737,R01,6552,1240661,2011-12-18,2051-12-18,Lapsed
RDR0000474,POL0004101,CUST002361,R01,1990,1418870,2022-05-24,2062-05-24,Active
RDR0000475,POL0012628,CUST008074,R03,1636,464795,2010-02-03,2021-02-03,Matured
RDR0000476,POL0011898,CUST002394,R03,2800,759392,2020-06-16,2032-06-16,Active
RDR0000477,POL0011838,CUST009411,R03,6589,1565293,2010-06-11,2019-06-11,Matured
RDR0000478,POL0000367,CUST000637,R01,6775,1073706,2019-12-27,2030-12-27,Active
RDR0000479,POL0013882,CUST007904,R02,2815,682828,2020-01-25,2056-01-25,Active
RDR0000480,POL0010293,CUST002650,R01,5934,444742,2019-07-25,2041-07-25,Active
RDR0000481,POL0009643,CUST007918,R05,3403,1088719,2023-01-28,2052-01-28,Active
RDR0000482,POL0012991,CUST009093,R02,3368,1992843,2020-12-17,2038-12-17,Active
RDR0000483,POL0003146,CUST000688,R02,5334,411407,2018-04-30,2034-04-30,Lapsed
RDR0000484,POL0008949,CUST000752,R02,6802,725237,2013-10-03,2045-10-03,Active
RDR0000485,POL0013216,CUST006212,R01,2217,1215917,2023-10-24,2039-10-24,Active
RDR0000486,POL0010221,CUST009651,R01,7329,1820139,2021-07-21,2033-07-21,Active
RDR0000487,POL0010225,CUST009525,R01,1109,461256,2017-05-06,2033-05-06,Active
RDR0000488,POL0013448,CUST000316,R04,4142,1936308,2022-06-08,2040-06-08,Active
RDR0000489,POL0011449,CUST007890,R01,3300,1280538,2012-09-01,2025-09-01,Active
RDR0000490,POL0009765,CUST001404,R05,7476,827352,2013-02-17,2024-02-17,Matured
RDR0000491,POL0010440,CUST004979,R04,1719,1308019,2023-06-27,2053-06-27,Active
RDR0000492,POL0001375,CUST004622,R05,5407,713903,2015-01-01,2033-01-01,Active
RDR0000493,POL0003603,CUST009512,R03,6459,981962,2019-12-07,2036-12-07,Active
RDR0000494,POL0004695,CUST005226,R01,2064,1413848,2022-11-25,2032-11-25,Active
RDR0000495,POL0000787,CUST009944,R01,3218,394136,2023-12-23,2041-12-23,Lapsed
RDR0000496,POL0004719,CUST008632,R02,2185,200297,2017-04-24,2023-04-24,Matured
RDR0000497,POL0013635,CUST002642,R01,3501,1199926,2018-06-07,2030-06-07,Active
RDR0000498,POL0012950,CUST004116,R03,7769,1633685,2011-07-21,2027-07-21,Active
RDR0000499,POL0012236,CUST003269,R01,6877,672814,2015-05-15,2032-05-15,Active
RDR0000500,POL0004279,CUST002973,R02,1223,935960,2022-12-30,2034-12-30,Active
RDR0000501,POL0011635,CUST007421,R05,6758,216377,2016-02-17,2036-02-17,Active
RDR0000502,POL0005094,CUST006542,R02,6898,1418872,2019-10-29,2039-10-29,Surrendered
RDR0000503,POL0009656,CUST009100,R05,6253,1467424,2020-07-25,2026-07-25,Claimed-Death
RDR0000504,POL0014811,CUST006580,R03,6118,266789,2024-02-18,2055-02-18,Lapsed
RDR0000505,POL0005998,CUST006568,R03,7216,401796,2015-10-09,2032-10-09,Active
RDR0000506,POL0001182,CUST007551,R02,3203,1246796,2012-01-19,2017-01-19,Matured
RDR0000507,POL0010020,CUST003545,R02,7703,1551723,2023-08-01,2030-08-01,Active
RDR0000508,POL0005644,CUST005686,R01,2546,1557108,2020-02-27,2036-02-27,Active
RDR0000509,POL0013066,CUST004386,R05,3382,275699,2010-09-28,2019-09-28,Matured
RDR0000510,POL0012113,CUST006656,R02,4536,1901484,2022-10-28,2037-10-28,Active
RDR0000511,POL0005744,CUST008106,R05,6673,1738263,2015-05-31,2047-05-31,Active
RDR0000512,POL0004193,CUST005238,R02,6601,1184729,2011-11-08,2028-11-08,Active
RDR0000513,POL0014611,CUST004324,R05,1431,951059,2012-10-10,2031-10-10,Active
RDR0000514,POL0009572,CUST008373,R02,3968,1849373,2021-04-25,2038-04-25,Active
RDR0000515,POL0010876,CUST008618,R05,7357,1588885,2013-01-03,2028-01-03,Active
RDR0000516,POL0001567,CUST005487,R01,2469,1266342,2017-07-14,2031-07-14,Active
RDR0000517,POL0000063,CUST003496,R03,5402,657603,2015-10-18,2052-10-18,Active
RDR0000518,POL0009630,CUST005345,R02,4057,671947,2015-10-28,2041-10-28,Lapsed
RDR0000519,POL0010452,CUST001196,R03,3569,1151470,2017-07-23,2041-07-23,Active
RDR0000520,POL0014804,CUST005559,R01,2955,1058514,2015-06-17,2030-06-17,Active
RDR0000521,POL0011340,CUST009227,R02,3557,413643,2018-12-27,2028-12-27,Active
RDR0000522,POL0000746,CUST000402,R05,1527,1989248,2023-04-12,2051-04-12,Active
RDR0000523,POL0002189,CUST005957,R02,5459,1416019,2022-08-14,2039-08-14,Active
RDR0000524,POL0000026,CUST004581,R01,2133,1953712,2024-01-21,2031-01-21,Active
RDR0000525,POL0008338,CUST001040,R05,5135,484615,2010-09-05,2015-09-05,Matured
RDR0000526,POL0012335,CUST008811,R04,6971,864788,2022-04-08,2039-04-08,Active
RDR0000527,POL0000647,CUST003888,R02,3859,1731533,2010-12-24,2040-12-24,Active
RDR0000528,POL0011826,CUST000621,R01,4628,1672944,2020-08-14,2036-08-14,Active
RDR0000529,POL0003969,CUST002513,R01,2239,478373,2010-10-24,2030-10-24,Active
RDR0000530,POL0008093,CUST005153,R01,1946,1699605,2017-04-07,2029-04-07,Lapsed
RDR0000531,POL0007929,CUST001761,R05,3051,857921,2017-08-17,2040-08-17,Active
RDR0000532,POL0007533,CUST001722,R03,4494,599587,2013-04-30,2028-04-30,Active
RDR0000533,POL0010032,CUST005950,R03,2691,1086265,2017-06-16,2035-06-16,Active
RDR0000534,POL0002796,CUST002231,R05,7405,1507160,2018-04-17,2037-04-17,Active
RDR0000535,POL0012116,CUST004224,R05,6603,1561383,2013-04-09,2053-04-09,Active
RDR0000536,POL0005406,CUST001251,R05,3854,1014528,2020-12-10,2033-12-10,Lapsed
RDR0000537,POL0000857,CUST004107,R01,7629,1057620,2019-07-08,2027-07-08,Active
RDR0000538,POL0006995,CUST002233,R04,1938,585864,2013-11-25,2019-11-25,Matured
RDR0000539,POL0011356,CUST004641,R01,7739,1891296,2012-07-24,2018-07-24,Lapsed
RDR0000540,POL0002924,CUST006918,R03,5376,1208955,2019-05-27,2031-05-27,Active
RDR0000541,POL0013466,CUST003787,R05,5244,1021469,2023-09-12,2043-09-12,Active
RDR0000542,POL0008039,CUST008181,R01,1817,1617232,2018-12-24,2033-12-24,Active
RDR0000543,POL0008643,CUST000580,R05,2846,1752829,2011-07-16,2030-07-16,Active
RDR0000544,POL0012776,CUST005904,R04,7365,237139,2018-02-08,2026-02-08,Active
RDR0000545,POL0006283,CUST008000,R04,4455,329641,2018-08-02,2035-08-02,Active
RDR0000546,POL0007648,CUST004836,R02,7955,772328,2020-01-12,2025-01-12,Matured
RDR0000547,POL0004872,CUST007178,R04,3248,262292,2023-08-07,2034-08-07,Active
RDR0000548,POL0000048,CUST003446,R03,7954,297340,2010-07-15,2015-07-15,Matured
RDR0000549,POL0013431,CUST006864,R03,6842,476208,2018-06-08,2043-06-08,Active
RDR0000550,POL0007982,CUST008086,R02,4457,1835492,2024-02-19,2034-02-19,Lapsed
RDR0000551,POL0012816,CUST006336,R02,5702,1277432,2016-04-07,2036-04-07,Active
RDR0000552,POL0013831,CUST006757,R04,1687,1950550,2019-09-20,2024-09-20,Matured
RDR0000553,POL0006463,CUST006670,R02,1132,1491815,2015-12-17,2042-12-17,Active
RDR0000554,POL0010622,CUST008852,R03,7863,1260066,2017-10-13,2031-10-13,Active
RDR0000555,POL0000182,CUST004326,R02,7891,1734452,2014-08-05,2031-08-05,Active
RDR0000556,POL0005668,CUST004236,R02,7742,1692562,2018-03-03,2039-03-03,Claimed-Death
RDR0000557,POL0003763,CUST000977,R02,5841,1760885,2020-08-22,2030-08-22,Active
RDR0000558,POL0005882,CUST008107,R05,7447,786217,2015-06-10,2029-06-10,Lapsed
RDR0000559,POL0001060,CUST004998,R01,5195,1429316,2018-12-05,2025-12-05,Active
RDR0000560,POL0011824,CUST004617,R02,5128,1934056,2020-03-01,2025-03-01,Matured
RDR0000561,POL0002168,CUST008422,R04,4584,814900,2021-03-05,2036-03-05,Active
RDR0000562,POL0010860,CUST008475,R02,3579,1228317,2019-03-12,2026-03-12,Active
RDR0000563,POL0001435,CUST008272,R03,7750,1485234,2021-01-12,2047-01-12,Active
RDR0000564,POL0011188,CUST000213,R01,2636,1053800,2012-03-22,2017-03-22,Matured
RDR0000565,POL0001845,CUST001399,R05,4222,482438,2022-07-08,2049-07-08,Lapsed
RDR0000566,POL0003287,CUST009805,R05,3851,1020339,2013-11-23,2030-11-23,Active
RDR0000567,POL0002849,CUST003805,R05,2111,1864386,2015-09-17,2031-09-17,Active
RDR0000568,POL0007023,CUST005503,R05,1553,436092,2023-10-31,2042-10-31,Active
RDR0000569,POL0000173,CUST007629,R04,5478,715883,2020-09-03,2038-09-03,Active
